ID,Image_link,link_anime,Title,SubTitle,Description,Tập mới,Tập mới nhất,Lịch chiếu,Thể loại,Đạo diễn,Quốc gia,Thời lượng
1,https://animevui.org/uploads/1758078617_-hoang-co-an-cuu-luc-pha-phong-hd482934-1758078617.webp,https://animevui.org/thong-tin-phim/-hoang-co-an-cuu-luc-pha-phong-hd482934,Hoang Cổ Ân Cừu Lục: Phá Phong,Enmity in the Primordial Wasteland: The Wind-Breaking Chapter,"Hoang Cổ Ân Cừu Lục: Phá Phong, tác phẩm vẽ lên bức họa của cậu thiếu niên trẻ tuổi Tân Phong đầy ngang tàng và bất khuất trên đất nước Vô Cực đầy biến động. Khi mà còn đang được xưng tụng là một thiên tài trẻ tuổi với đầy những triển vọng, hứa hẹn về một tương lai rạng ngời tươi sáng thì những tai họa liên tiếp ập xuống đầu gia tộc của cậu, biến cậu trở thành một kẻ cô độc và gần như là phế nhân, chẳng còn chút thiên phú nào lúc trước còn lại nữa cả. Để sống sót và tạm tránh khỏi sự truy sát của kẻ thù, Tân Phong đành phải lang bạt giang hồ và tìm đến một tông môn vô danh tiểu tốt, nhỏ bé đến mức chẳng mấy ai biết đến cả, tại nơi đó, cậu hy vọng sẽ được an phận và âm thầm tu luyện bản thân. Vậy nhưng, tu luyện, gian khổ thì có thể có, nhưng an phận thì không, không thiếu những kẻ lắm chuyện vẫn luôn bắt nạt cậu, biến cậu thành những trò hề và coi thường cậu như một tên phế vật. Tân Phong vẫn luôn cắn răng chịu đựng để tu luyện, chờ thời khắc thích hợp nhất để bung sức, cho bọn đồng môn kia biết thế nào là lễ hội. Thế rồi ngày ấy cũng đến, nạn nhân lần này chính là tên thiên tài trong tông môn, kẻ có tên là Vân Thiên Vũ, với sức mạnh và khả năng tu luyện cũng được coi là thiên tài, chỉ đen cho hắn khi mà đối thủ lần này của hắn chính là Tân Phong. Một cơ hội không thể tốt hơn, đánh bại Vân Thiên Vũ, thể hiện bản thân và cũng là cơ hội để đoạt lấy một trong ba vị trí vinh dự tiến vào Thiên Đạo Viện, nơi được coi là con đường nhanh nhất, ngắn nhất để có thể nâng cao thực lực bản thân, cũng là tiền đề để Tân Phong đoạt lại những thứ mà vốn dĩ phải thuộc về cậu ấy.","Tập 11, Tập 10, Tập 09",Phim đang chiếu / Cập Nhật Tập 11 VietSub,10h Thứ 4 & Thứ 6,"Adventure, Cartoon, Fantasy, Anime bộ, Anime mới",Đạo diễn: Đang cập nhật,Quốc gia: Trung Quốc,11/40
2,https://animevui.org/uploads/0-saiji-start-dash-monogatari-a5366_1732019595.webp,https://animevui.org/thong-tin-phim/0-saiji-start-dash-monogatari-hd482934,0-saiji Start Dash Monogatari,Head Start at Birth,"Lilia, con gái mới sinh của một hầu tước, có ký ức về kiếp trước! Với kiến ​​thức về game thủ gian lận, cô đặt mục tiêu trở thành cô gái mạnh nhất ở ""thế giới khác"" mới này!","Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Adventure, Anime mới",Đạo diễn: Đang cập nhật...,Quốc gia: Nhật Bản,12/12
3,https://animevui.org/uploads/0-saiji-start-dash-monogatari-season-2-a5565_1738089519.webp,https://animevui.org/thong-tin-phim/0-saiji-start-dash-monogatari-season-2-hd482934,0-saiji Start Dash Monogatari Season 2,"0 Years Old Child Starting Dash Story Season 2, Head Start at Birth Season 2",Mùa thứ hai 0-saiji Start Dash Monogatari.,"Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Anime mới, Anime bộ, Fantasy, Adventure",Đạo diễn:,Quốc gia: Nhật Bản,12/12
4,https://animevui.org/uploads/kimi-no-koto-ga-daidaidaidaidaisuki-na-100-nin-no-kanojo-a5072_1732450873.webp,https://animevui.org/thong-tin-phim/100-co-ban-gai-yeu-ban-rat-rat-rat-rat-rat-nhieu-hd482934,100 Cô Bạn Gái Yêu Bạn Rất Rất Rất Rất Rất Nhiều,"Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo, The 100 Girlfriends Who Really, Really, Really, Really, Really Love You (2023)","Mùa xuân là mùa của những cuộc chia li và gặp gỡ. Aijou Rentarou đã phải trải qua nỗi đau bị từ chối sau khi tỏ tình lần thứ 100 đúng vào lễ tốt nghiệp trung học của mình. Cậu ra dáng một quý ông có trái tim trong sáng và thuần khiết, mọi người xung quanh đều nói cậu có khuôn mặt và tính cách tốt. Một vị thần hôn nhân và tình yêu của ngôi đền bất ngờ xuất hiện trước Rentarou đang tuyệt vọng, nói rằng cuộc sống trung học mới sắp bắt đầu và cậu sẽ gặp 100 người bạn định mệnh và những những người không hoà hợp với cậu bằng cách nào đó sẽ phải chết. Đột nhiên, một vận mệnh Yêu hoặc Chết ×100 gây sốc được thuê dệt. Bằng cách này, những ngày xám xịt khi bị từ chối chuyển sang những ngày tươi sáng khi cậu bắt đầu tràn ngập trong hạnh phúc tình yêu! Không có luật nào nói rằng bạn không thể có 100 bạn gái? Sẽ không một ai bị bỏ rơi...!? Cuộc sống trung học harem tình yêu hài hước thuần túy kỳ lạ, mối tình đa thê đầy chân thành và tiếng sét ái tình sẽ lần lượt đưa những người định mệnh đến với nhau.","Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"School, Anime mới, Parody",Đạo diễn: Satou Hikaru,Quốc gia: Nhật Bản,12/12
5,https://animevui.org/uploads/kimi-no-koto-ga-daidaidaidaidaisuki-na-100-nin-no-kanojo-2nd-season-a5497_1736704782.webp,https://animevui.org/thong-tin-phim/100-co-ban-gai-yeu-ban-rat-rat-rat-rat-rat-nhieu-mua-2-hd482934,100 Cô Bạn Gái Yêu Bạn Rất Rất Rất Rất Rất Nhiều Mùa 2,"Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season, The 100 Girlfriends Who Really, Really, Really, Really, Really Love You Season 2, Hyakkano 2nd Season",Mùa 2 của Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo.,"Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Anime mới, Anime bộ, Slice of Life, Seinen, School, Romance, Harem, Comedy, Parody",Đạo diễn: Satou Hikaru,Quốc gia: Nhật Bản,12/12
6,https://animevui.org/uploads/100-man-no-inochi-no-ue-ni-ore-wa-tatteiru-a3862_1732378473.webp,https://animevui.org/thong-tin-phim/100-man-no-inochi-no-ue-ni-ore-wa-tatteiru-hd482934,100-man no Inochi no Ue ni Ore wa Tatteiru,"I'm standing on 1,000,000 lives., I'm Standing on a Million Lives","Yotsuya Yuusuke cùng với các bạn cùng lớp Shindou Iu và Hakozaki Kusue đã được đưa đến một thế giới kỳ lạ và chưa được biết đến là nơi sinh sống của các sinh vật thần thoại. Ngay khi họ đến nơi, họ gặp một người tự xưng là Game Master, người sau đó giao cho họ một nhiệm vụ có giới hạn thời gian. Để hỗ trợ họ trong nhiệm vụ này, anh ấy cũng ban cho Shindou và Hakozaki các vai Pháp sư và Chiến binh trong khi Yotsuya ngẫu nhiên được giao vai ... một Nông dân ?!Đây là cách cuộc sống phiêu lưu bận rộn bắt đầu cho ba sinh viên giờ đây không còn lựa chọn nào khác ngoài việc hoàn thành các nhiệm vụ ngẫu nhiên cho một số giai đoạn trong thế giới tưởng tượng nếu họ muốn sống sót và bảo vệ thế giới thực khỏi ma quỷ và quái vật mà họ gặp phải.","Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Game, Anime bộ, Shounen, Fantasy, Drama, Action",Đạo diễn: Habara Kumiko,Quốc gia: Nhật Bản,12/12
7,https://animevui.org/uploads/11eyes-i1-a89_1733466664.webp,https://animevui.org/thong-tin-phim/11eyes-hd482934,11eyes,,,Đang cập nhật...,Đang cập nhật...,Đang cập nhật...,Super Power,Đạo diễn: Đang cập nhật...,Quốc gia: Đang cập nhật...,Đang cập nhật...
8,https://animevui.org/uploads/11-eyes-momoiro-genmutan-r1-a90_1733466663.webp,https://animevui.org/thong-tin-phim/11eyes-momoiro-genmutan-hd482934,11eyes: Momoiro Genmutan,,,Đang cập nhật...,Đang cập nhật...,Đang cập nhật...,Super Power,Đạo diễn: Đang cập nhật...,Quốc gia: Đang cập nhật...,Đang cập nhật...
9,https://animevui.org/uploads/3-gatsu-no-lion-2nd-season-i1-a2840_1732378159.webp,https://animevui.org/thong-tin-phim/3-gatsu-no-lion-2nd-season-hd482934,3-gatsu no Lion 2nd Season,Sangatsu no Lion Second Season,Mùa thứ 2 của Series Anime 3-gatsu no Lion,"Tập 22, Tập 21, Tập 20",Phim đang chiếu / Cập Nhật Tập 22 VietSub,Đang cập nhật...,"Game, Anime bộ, Seinen, Slice of Life, Drama",Đạo diễn:,Quốc gia: Nhật Bản,22/22
10,https://animevui.org/uploads/3-gatsu-no-lion-r1-a84_1732375799.webp,https://animevui.org/thong-tin-phim/3-gatsu-no-lion-hd482934,3-gatsu no Lion,"March comes in like a lion, Sangatsu no Lion","Rei Kiriyama là một cậu bé 17 tuổi sống một mình. Mặc sống độc lập nhưng anh ấy chưa trưởng thành về mặt cảm xúc, và các vấn đề của mình tiếp tục ám ảnh ông trong cuộc sống hàng ngày các mối quan hệ với gia đình và bạn bè. Trong khi đó, sự nghiệp chuyên nghiệp của cậu bước vào một cuộc khủng hoảng. Gánh nặng với những kỳ vọng nặng nề đặt trên cậu liên tục dồn dập. Và sau đó cậu đã quen với ba chị em Kawamoto: Akari, Hinata, và Momo. Không giống như Rei, họ sống hạnh phúc trong ngôi nhà của họ.","Tập 22, Tập 21, Tập 20",Phim đang chiếu / Cập Nhật Tập 22 VietSub,Đang cập nhật...,"Game, Anime bộ, Seinen, Slice of Life, Drama",Đạo diễn: Shinbou Akiyuki,Quốc gia: Nhật Bản,22/22
11,https://animevui.org/uploads/3-nen-z-gumi-ginpachi-sensei-a5783_1759798461.webp,https://animevui.org/thong-tin-phim/3-nen-z-gumi-ginpachi-sensei-hd482934,3-nen Z-gumi Ginpachi-sensei,"Gintama - Mr. Ginpachi's Zany Class, Gintama: 3-Z Ginpachi Sensei","Tại lớp học 3-Z của học viện Gintama, thầy giáo Ginpachi Sakata nổi tiếng lười biếng và “bá đạo” đứng lớp với phong cách dạy học chẳng giống ai. Những giờ học trở thành chuỗi tình huống dở khóc dở cười, khi thầy trò liên tục tạo ra đủ trò nghịch ngợm, hài hước nhưng cũng không kém phần châm biếm.",Tập 01,Phim đang chiếu / Cập Nhật Tập 1 VietSub,Thứ Hai vào lúc 23 giờ 45 phút hàng tuần,"Anime mới, Anime bộ, Shounen, School, Comedy, Parody","Đạo diễn: Moriwaki Makoto, Higashida Natsumi",Quốc gia: Nhật Bản,01/12
12,https://animevui.org/uploads/30-sai-no-hoken-taiiku-a1967_1734969806.webp,https://animevui.org/thong-tin-phim/30-sai-no-hoken-taiiku-hd482934,30-sai no Hoken Taiiku,"A Thirty-Year Old's Health and Physical Education, Sanjuu-sai no Hoken Taiiku","Tóm tắt : 1 Thằng rựa 30 cái xuân xanh bị một thằng THẦN bệnh hoạn củ hành, Thần xuất hiện để hướng dẫn nó cách mất zin, những chuỗi ngày đau khổ của nó sẽ trải qua ra sao, mời các bạn đón xem để học hỏi Chú ý: Bệnh cực kì 18","Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,parody,Đạo diễn: Mankyuu,Quốc gia: Nhật Bản,12/12
13,https://animevui.org/uploads/7-vien-ngoc-rong-2014-i1-a978_1732375253.webp,https://animevui.org/thong-tin-phim/7-vien-ngoc-rong-2014-hd482934,7 viên ngọc rồng (2014),"Dragon Ball Z Kai: The Final Chapters, Dragonball Kai, DBK, DB Kai, DBZ Kai,",Bản remake 2014 của dragonball kai,"Tập 61, Tập 60, Tập 59",Phim đang chiếu / Cập Nhật Tập 61 VietSub,Đang cập nhật...,"Anime bộ, Shounen, Super Power, Fantasy, Comedy, Adventure, Martial Arts, Action",Đạo diễn:,Quốc gia: Nhật Bản,61/61
14,https://animevui.org/uploads/7-vien-ngoc-rong-kai-i2-a977_1732375288.webp,https://animevui.org/thong-tin-phim/7-vien-ngoc-rong-kai-hd482934,7 viên ngọc rồng Kai,"Dragon Ball Z Kai, Dragonball Kai, DBK, DB Kai, DBZ Kai","Một phiên bản chỉnh sửa lại của Dragon Ball Z và ít ngoại truyện hơn bám sát câu chuyện từ manga. Phiên bản này bao gồm thoại mới được ghi lại bởi các diễn viên ban đầu bằng giọng nói, hiệu ứng âm thanh mới, trình tự OP / ED mới","Tập 98, Tập 97, Tập 96",Phim đang chiếu / Cập Nhật Tập 98 VietSub,Đang cập nhật...,"Anime bộ, Shounen, Super Power, Fantasy, Comedy, Adventure, Martial Arts, Action",Đạo diễn:,Quốc gia: Nhật Bản,97/97
15,https://animevui.org/uploads/7-vien-ngoc-rong-tap-phim-ve-bardock-r1-a981_1732430259.webp,https://animevui.org/thong-tin-phim/7-vien-ngoc-rong-tap-phim-ve-bardock-hd482934,7 viên ngọc rồng: Tập phim về Bardock,Dragon Ball: Episode of Bardock,Câu chuyện về bố của Goku - Bardock.,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,"Anime lẻ, Shounen, Sci-Fi, Super Power, Fantasy, Comedy, Adventure, Martial Arts, Action",Đạo diễn:,Quốc gia: Nhật Bản,19 phút
16,https://animevui.org/uploads/7-vien-ngoc-rong-z-i2-a976_1732375193.webp,https://animevui.org/thong-tin-phim/7-vien-ngoc-rong-z-hd482934,7 viên ngọc rồng Z,"Dragon Ball Z, DBZ, Dragonball Z","Câu chuyện được tiếp diễn sau khi chiến thắng Đại ma vương Picollo ở kỳ đại hội lần trước . Với những cuộc chiến thực sự kinh hoàng với Radic ,Vegadic, Fide, Cell (Xên bọ Hung), Ma Bư.","Tập 291, Tập 290, Tập 289",Phim đang chiếu / Cập Nhật Tập 291 VietSub,Đang cập nhật...,"Anime bộ, Shounen, Super Power, Fantasy, Comedy, Adventure, Martial Arts, Action",Đạo diễn:,Quốc gia: Nhật Bản,291/291
17,https://animevui.org/uploads/9-rulers-crown-a5690_1751783358.webp,https://animevui.org/thong-tin-phim/9-rulers-crown-hd482934,9: Ruler's Crown,Nine: Ruler's Crown,"Bối cảnh: Shiromitsugawa, một thị trấn đại học bình thường đã thực hiện nhiều nỗ lực không thành công để thu hút khách du lịch và hồi sinh chính mình, bao gồm cả việc tài trợ cho một bộ phim hoạt hình kinh phí cao nhưng viết kém dựa trên văn hóa dân gian địa phương. Một cơn bão sắp đổ bộ vào thị trấn buồn ngủ này.Chúng ta theo chân Kakeru Niimi, một người đàn ông đôi khi có thể hơi thô lỗ nhưng lại có tinh thần trách nhiệm mạnh mẽ và một trái tim nhân hậu. Cuộc sống bình thường của Kakeru trở nên hỗn loạn sau khi thánh tích của ngôi đền địa phương bị vỡ tan. Sau sự kiện này, một số thanh niên nam nữ đã thức tỉnh với những khả năng siêu phàm.Cuộc sống bình thường ở một thị trấn bình thường trước đây sớm trở thành nhiệm vụ truy tìm một kẻ giết người hàng loạt có siêu năng lực trước khi chúng có thể tấn công lần nữa.","Tập 13_END, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,"Mystery, Supernatural, Anime mới, Anime bộ",Đạo diễn: Oohata Kouichi,Quốc gia: Nhật Bản,13/13
18,https://animevui.org/uploads/a-kite-a4082_1732442635.webp,https://animevui.org/thong-tin-phim/a-kite-hd482934,A Kite,Kite,"Sau khi ba mẹ mình bị sát hại, Sawa - một nữ sinh trung học đã bị canh giữ bởi Akai và Kanie - những kẻ tham nhũng vô đạo đức. Cô đã bị chúng biến thành một công cụ giết người với cái danh sát thủ cũng như bị xâm hại thân thể mỗi ngày bởi Akai. Từ những người nổi tiếng, chính trị gia đến các doanh nhân có tầm ảnh hưởng, Sawa không hề thất bại trước mọi nhiệm vụ đã được giao...Tưởng chừng đường đi của mình vẫn sẽ vô vị cho đến ngày mình được trả thù...nhưng tất cả đều thay đổi cho đến ngày cô được gặp Oburi - người được đưa vào để hợp tác hỗ trợ trong công việc, họ bắt đầu có mối quan hệ thân thiết đến lạ kì, một giấc mơ về cuộc sống tự do ngoài ánh sáng của họ dần dần được hiện ra...",Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,Police,Đạo diễn:,Quốc gia: Nhật Bản,Full
19,https://animevui.org/uploads/abenobashi-mahoushoutengai-a94_1735040858.webp,https://animevui.org/thong-tin-phim/abenobashi-mahoushoutengai-hd482934,Abenobashi Mahou☆Shoutengai,"Magical☆Shopping Arcade Abenobashi, Abenobashi Magic Shopping District, Abenobashi Mahoh Shotengai, Magical Shopping Street Abenobashi, Magical Shopping Arcade Abenobashi","Thủa thơ ấu, Arumi và Sasshi là cư dân của khu thương mại Abenobashi. Sau một tai nạn, họ thấy mình bị chuyển đến 1 thế giới phép thuật, kiếm thuật...","Tập 13, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,parody,Đạo diễn: Kojima Masayuki,Quốc gia: Nhật Bản,13/13
20,https://animevui.org/uploads/ac-ma-phap-tac-a5132_1732090807.webp,https://animevui.org/thong-tin-phim/ac-ma-phap-tac-hd482934,Ác Ma Pháp Tắc,"Law of Devil, Emo Faze","Đỗ Duy là con trưởng trong gia đình quyền quý, sau khi đầu thai vẫn giữ nguyên kiến thức từ kiếp trước. Do cơ thể và kiến thức không thích nghi được nên từ khi sinh ra, hắn không chịu nói, cơ thể gầy yếu khác hẳn những thành viên khác trong dòng họ. Sau bao nỗ lực của gia đình, hắn vẫn không học được văn, võ hay ma pháp, vì vậy hắn bị gia đình ruồng bỏ, trao hết quyền lợi cho em trai hắn...","Tập 24_END_SS1, Tập 23, Tập 22",Phim đang chiếu / Cập Nhật Tập 24 VietSub,Đang cập nhật...,"Cartoon, Adventure, Anime mới",Đạo diễn:,Quốc gia: Trung Quốc,24/24
21,https://animevui.org/uploads/acca-13-ku-kansatsu-ka-a118_1735143542.webp,https://animevui.org/thong-tin-phim/acca-13-ku-kansatsu-ka-hd482934,ACCA: 13-ku Kansatsu-ka,"ACCA: 13-Territory Inspection Dept., ACCA: 13th Territory Inspection Department, ACCA: 13th Ward Observation Department, ACCA Jusanku Kansatsuka","Bộ phim chuyển thể từ manga ACCA 13-Ku Kansatsu-Ka (ACCA: 13th Ward Observation Department) của tác giả Natsume Ono. Thế giới giả tưởng trong manga được thiết lập tại nước Dowa nơi bị chia thành 13 tiểu bang, mỗi bang sẽ có nhiều cơ quan được kiểm soát bởi các tổ chức khổng lồ được biết đến với tên gọi “ACCA”. Câu chuyện sẽ xoay quanh Jean Otis, được biết đến như là người đàn ông xảo quyệt thuộc tổ chức này. Anh là người có chức lệnh cao thứ 2 trong bộ máy cơ quan kiểm tra này. Cơ quan ACCA gồm có 10 người được chuyển đến các nơi thuộc 13 bang trong vương quốc. Họ theo dõi tất cả các hoạt động của ACCA trên khắp đất nước này và gửi dữ liệu về văn phòng trung tâm của ACCA. Thỉnh thoảng Jean cũng thường xuyên phải đi công tác nhằm tìm nguồn vốn từ các đối tác cũng như kiểm tra tình hình bộ máy công ty của anh.","Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,Police,"Đạo diễn: Natsume Shingo, Yabuta Shuuhei",Quốc gia: Nhật Bản,12/12
22,https://animevui.org/uploads/acro-trip-a5454_1732019584.webp,https://animevui.org/thong-tin-phim/acro-trip-hd482934,Acro Trip,Acro Trip,"Nói ngắn gọn là như này, nữ chính là fan cuồng của ma pháp thiếu nữ, nhưng vì quá chán mấy pha chiến đấu như phim hoạt hình trẻ em, nên cô quyết định làm phản diện để được ""chơi đùa"" với thần tượng của mình. Nội dung gần giống con   Mahou Shoujo ni Akogarete hay Mahoako, nhưng đảm bảo phim lành mạnh không hở hang, cực thân thiện với mọi lứa tuổi","Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Magic, Anime bộ, Shoujo, Fantasy, Comedy, Anime mới",Đạo diễn: Kotake Ayumu,Quốc gia: Nhật Bản,12/12
23,https://animevui.org/uploads/active-raid-kidou-kyoushuushitsu-dai-hachi-gakari-2nd-i1-a109_1735143544.webp,https://animevui.org/thong-tin-phim/active-raid-kidou-kyoushuushitsu-dai-hachi-gakari-2nd-hd482934,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit 2nd,Phần 2 Active raid nói về Viện Cảnh sát Quốc gia Cục An Ninh Nhóm 5 đặc biệt Bộ phận an ninh công cộng Tổ 3 trực thuộc Đội tấn công cơ động Đơn vị 8 (gọi tắt là Đơn vị 8) giải quyết những nhóm khủng bố bằng cách sử dụng Willwear,"Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,Police,"Đạo diễn: Taniguchi Gorou, Akitaya Noriaki",Quốc gia: Nhật Bản,12/12
24,https://animevui.org/uploads/active-raid-kidou-kyoushuushitsu-dai-hachi-gakari-i1-a108_1735143546.webp,https://animevui.org/thong-tin-phim/active-raid-kidou-kyoushuushitsu-dai-hachi-gakari-hd482934,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit,"Diễn ra ở một khu của Tokyo đã trở thành một bãi lầy, câu chuyện xoay quanh đơn vị số 8 của bộ phận an ninh đặc biệt số 5, thuộc quân đoàn 3, những người sử dụng bộ áo giáp Willmare để chống lại tội phạm.","Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,Police,"Đạo diễn: Taniguchi Gorou, Akitaya Noriaki",Quốc gia: Nhật Bản,12/12
25,https://animevui.org/uploads/aharen-san-wa-hakarenai-2nd-season-a5588_1744637649.webp,https://animevui.org/thong-tin-phim/aharen-san-wa-hakarenai-2nd-season-hd482934,Aharen-san wa Hakarenai 2nd Season,"Aharen-san wa Hakarenai Season 2, Aharen Is Indecipherable 2nd Season",Mùa 2 của Aharen-san wa Hakarenai.,"Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Anime mới, Anime bộ, Slice of Life, Shounen, School, Romance, Comedy","Đạo diễn: Makino Tomoe, Yamamoto Yasutaka",Quốc gia: Nhật Bản,12/12
26,https://animevui.org/uploads/aharen-san-wa-hakarenai-season-2-a5588_1744033564.webp,https://animevui.org/thong-tin-phim/aharen-san-wa-hakarenai-season-2-hd482934,Aharen-san wa Hakarenai Season 2,"Aharen-san wa Hakarenai Season 2, Aharen Is Indecipherable 2nd Season",Mùa 2 của Aharen-san wa Hakarenai.,"Tập 03, Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 3 VietSub,Thứ Hai vào lúc 20 giờ 30 phút hàng tuần,"Anime mới, Anime bộ, Slice of Life, Shounen, School, Romance, Comedy","Đạo diễn: Makino Tomoe, Yamamoto Yasutaka",Quốc gia: Nhật Bản,03/12
27,https://animevui.org/uploads/ai-no-kusabi-2012-a112_1735128898.webp,https://animevui.org/thong-tin-phim/ai-no-kusabi-2012-hd482934,Ai no Kusabi (2012),,"Riki the Dark, một tạp chủng tại khu ổ chuột không có số ID và là thủ lĩnh của băng nhóm tên Bison và do đó được coi là thấp nhất trong những cấp thấp nhất, vào một ngày đã gặp Iason Mink, một Blondie thượng đẳng của Tanagura, người đàn ông có quyền lực nhất trong thành phố. Iason đã cứu cậu khỏi bị giết bởi một băng đảng khác và Riki đã cố gắng để trả món nợ của mình bằng cách hiến dâng cơ thể cho Iason. Thay vào đó, Iason làm cho cậu ta thành thú cưng của mình. Riki buộc phải rời khỏi các khu nhà ổ chuột để sống với Iason, để lại băng nhóm bạn bè của mình đằng sau mà không có một lời giải thích.","Tập 04, Tập 03, Tập 02",Phim đang chiếu / Cập Nhật Tập 4 VietSub,Đang cập nhật...,yaoi,Đạo diễn: Akiyama Katsuhito,Quốc gia: Nhật Bản,4/4
28,https://animevui.org/uploads/ajin-live-action-a3179_1732445350.webp,https://animevui.org/thong-tin-phim/ajin-live-action-hd482934,Ajin: Live Action,Á Nhân,"Nam sinh Kei Nagai (Takeru Satoh) sau một tai nạn đã bị biến đổi thành ""Ajin / Á nhân"". Họ là những người dù vẫn bị thương, vẫn chịu sự đau đớn như người bình thường nhưng lại bất tử và có thể tái sinh sau khi chết. Chính sự đặc biệt này đã khiến cho các Ajin bị các tổ chức săn lùng một cách gắt gao để đưa vào chương trình quản lý và bảo vệ của chính phủ. Một nhóm Ajin dần phát hiện ra âm mưu đen tối đằng sau và đứng lên chống trả, mỗi người một mục đích. Cuộc chiến ngầm giữa các Ajin thiện-ác và các tổ chức chính phủ từ đó nổ ra.",Đang cập nhật...,Đang cập nhật...,Đang cập nhật...,"Anime lẻ, Live Action, Horror, Action",Đạo diễn: Katsuyuki Motohiro,Quốc gia: Nhật Bản,01/01
29,https://animevui.org/uploads/akuma-kun-ona-a5365_1732019596.webp,https://animevui.org/thong-tin-phim/akuma-kun-ona-hd482934,Akuma-kun (ONA),,"Viện Nghiên cứu Thiên niên kỷ, một văn phòng tư vấn nơi những yêu cầu kỳ lạ được đưa ra. Người đứng đầu viện nghiên cứu, Ichirou Umoregi, còn được gọi là ""Akuma-kun"", một cậu bé thiên tài chỉ xuất hiện một lần trong 10.000 năm. Tuy nhiên, anh ấy không biết gia đình thực sự của mình. Vì vậy, Akuma-kun, cùng với cộng sự Mephisto III, theo đuổi bí ẩn về nguồn gốc của mình đồng thời thách thức những vụ án bí ẩn trong câu chuyện về người bạn thám tử bí ẩn này.","Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Magic, Adventure, Anime mới",Đạo diễn:,Quốc gia: Nhật Bản,12/12
30,https://animevui.org/uploads/akuyaku-reijou-level-99-watashi-wa-ura-boss-desu-ga-maou-dewa-arimasen-a5155_1732446140.webp,https://animevui.org/thong-tin-phim/akuyaku-reijou-level-99-watashi-wa-ura-boss-desu-ga-maou-dewa-arimasen-hd482934,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,"Tôi được tái sinh dưới tư cách là một nữ phản diện, Yumiela Dolknes, trong thế giới của một trò chơi otome RPG. Yumiel chỉ nắm giữ một vai nhỏ trong cốt truyện chính, nhưng sau khi đánh bại Quỷ Vương, cô ấy sẽ xuất hiện với vai trò là một Trùm Ẩn với chỉ số sức mạnh được tăng thêm để có thể một mình đối đầu với nhóm Anh Hùng. Với tâm hồn của một game thủ, tôi đã cố gắng nâng cao level của mình từ lúc còn bé xíu. Vào lúc mà tôi nhập học tại Học viện nơi mà trò chơi sẽ bắt đầu, level của tôi đã là 99. Tôi muốn nữ chính cùng với các mục tiêu chinh phục sẽ đánh bại Quỷ Vương, nhưng họ chỉ vẻ vãn nhau và chẳng hề nâng cao level của mình. Hơn thế nữa, họ còn đối xử với tôi như thể tôi là Quỷ Vương chỉ vì tôi có mái tóc đen và sử dựng ma pháp hắc ám. Đây là câu chuyện kể về tôi tìm kiếm những ngày tháng bình yên.","Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Magic, School, Anime mới",Đạo diễn: Yamaoka Minoru,Quốc gia: Nhật Bản,12/12
