ID,Image_link,link_anime,Title,SubTitle,Description,Tập mới,Tập mới nhất,Lịch chiếu,Thể loại,Đạo diễn,Quốc gia,Thời lượng
393,https://animevui.org/uploads/ginga-kikoutai-majestic-prince-movie-kakusei-no-idenshi-r1-a4461_1734969951.webp,https://animevui.org/thong-tin-phim/ginga-kikoutai-majestic-prince-movie-kakusei-no-idenshi-hd482934,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,"Gekijouban Ginga Kikoutai Majestic Prince, Majestic Prince The Movie: Awakened Genes",Phần Movie của Ginga Kikoutai Majestic Prince.,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,space,Đạo diễn: Motonaga Keitarou,Quốc gia: Nhật Bản,1 giờ 17 phút
394,https://animevui.org/uploads/ginga-tetsudou-monogatari-wasurerareta-toki-no-wakusei-a5332_1733203231.webp,https://animevui.org/thong-tin-phim/ginga-tetsudou-monogatari-wasurerareta-toki-no-wakusei-hd482934,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,"The Galaxy Railways: A Letter from the Abandoned Planet, The Galaxy Railways: Planet of Forgotten Time",Phần OVA của Ginga Tetsudou Monogatari.,"Tập 04, Tập 03, Tập 02",Phim đang chiếu / Cập Nhật Tập 4 VietSub,Đang cập nhật...,"Anime mới, Space",Đạo diễn: Ooba Hideaki,Quốc gia: Nhật Bản,04/04
395,https://animevui.org/uploads/gintama-2-yonimo-kimyo-na-gintama-chan-live-action-a3218_1732379409.webp,https://animevui.org/thong-tin-phim/gintama-2-yonimo-kimyo-na-gintama-chan-2018-hd482934,Gintama 2: Yonimo Kimyo na Gintama-chan (2018),Gintama 2: Rules Are Meant To Be Broken,Live Action Gintama,"Tập 03, Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 3 VietSub,Đang cập nhật...,"Anime lẻ, Sci-Fi, Live Action, Comedy, Historical",Đạo diễn:,Quốc gia: Nhật Bản,03/03
396,https://animevui.org/uploads/linh-hon-bac-ova-ai-nhiem-huong-a1204_1735275302.webp,https://animevui.org/thong-tin-phim/gintama-aizome-kaori-hen-hd482934,Gintama°: Aizome Kaori-hen,"Gintama° OVA, Gintama: Love Incense Arc",Mấy anh chị nghịch cần thơm và phê (Trích Sida Team),"Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 2 VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,2/2
397,https://animevui.org/uploads/gintama-shirogane-no-tamashii-hen-a1202_1735197111.webp,https://animevui.org/thong-tin-phim/gintama-futon-ni-haitte-kara-buki-nokoshi-ni-kizuite-neru-ni-nerenai-toki-mo-aru-hd482934,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"Gintama: Jump Festa 2014 Special, Gintama OAD, Gintama OVA",Tập đặc biệt Gintama: Jump Special Anime Festa 2015,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,24 phút
398,https://animevui.org/uploads/gintama-gin-no-tamashii-hen-i2-a2903_1735040855.webp,https://animevui.org/thong-tin-phim/gintama-gin-no-tamashii-hen-hd482934,Gintama.: Gin no Tamashii-hen,Gintama.: Silver Soul Arc,Chương cuối cùng của Gintama,"Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,12/12
399,https://animevui.org/uploads/linh-hon-bac-a2_1732438512.webp,https://animevui.org/thong-tin-phim/gintama-hd482934,Gintama,"Gintama, Gin Tama, Silver Soul, Yorinuki Gintama-san, Linh Hồn Bạc (2006)",Phần 4 của Gintama.,"Tập 265_End, Tập 264, Tập 263",Phim đang chiếu / Cập Nhật Tập 265 VietSub,Đang cập nhật...,parody,Đạo diễn: Miyawaki Chizuru,Quốc gia: Nhật Bản,12/12
400,https://animevui.org/uploads/loi-nguyen-trang-a1199_1735275300.webp,https://animevui.org/thong-tin-phim/gintama-movie-2-kanketsu-hen-yorozuya-yo-eien-nare-loi-nguyen-trang-hd482934,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare - Lời Nguyền Trắng,"Gintama: The Final Chapter - Be Forever Yorozuya, Gintama Movie 2","Gintoki đang vào toilet xem phim heo thì bị cuốn văng tới tương lai 5 năm sau. Nơi đó một dịch bệnh lạ hoành hành khiến đa số cư dân Trái Đất phải trốn ra vũ trụ, Gin đã chết khi cố một mình ngăn bệnh dịch, kagura và Shinpachi cùng nhiều người khác thay đổi hoàn toàn sau cái chết của Gin, nhưng họ đều muốn nối bước Gin để lại. không ai có thể nhận ra Gin trong quá khứ vậy Gintoki phải làm gì để thay đổi số phận mình? số phận thế giới? hung thủ đứng đằng sau bệnh dịch là ai? Mời mọi người cùng nhau thưởng thức.",Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,1 giờ 50 phút
401,https://animevui.org/uploads/gintama-jump-festa-2005-special-a1201_1735197112.webp,https://animevui.org/thong-tin-phim/gintama-nanigoto-mo-saiyo-ga-kanjin-nano-de-tasho-senobisuru-kurai-ga-choudoyoi-hd482934,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Gintama: Jump Festa 2005 Special,Special 2 của Gintama,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,parody,Đạo diễn: Takamatsu Shinji,Quốc gia: Nhật Bản,32 phút
402,https://animevui.org/uploads/gintama-ova-shiroyasha-koutan-linh-hon-bac-gintama-a1200_1735197114.webp,https://animevui.org/thong-tin-phim/gintama-ova-shiroyasha-koutan-hd482934,Gintama OVA - Shiroyasha Koutan,"Gintama: Jump Festa 2008 Special, Gintama: Jump Anime Tour 2008 Special",Một đoạn quảng cáo thật ngầu về phim màn ảnh rộng của Gintama sắp sửa công chiếu. Gintoki đính chính là đoạn phim quảng cáo trên là xạo cả. Dân Làm Đủ Nghề Tân Đảng Katsura Tae Kyuubei MADAO làm rối lên cả phòng chiếu phim và kết thúc là họ quảng cáo cho One Piece.,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,10 phút
403,https://animevui.org/uploads/gintama-porori-hen-i2-a2798_1735040864.webp,https://animevui.org/thong-tin-phim/gintama-porori-hen-hd482934,Gintama. Porori-hen,Gintama Season 6,Mùa thứ 6 của Gintama.,"Tập 13_END, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,parody,Đạo diễn: Miyawaki Chizuru,Quốc gia: Nhật Bản,13/13
404,https://animevui.org/uploads/gintama-shinyaku-benizakura-hen-i3-a1198_1735197120.webp,https://animevui.org/thong-tin-phim/gintama-shinyaku-benizakura-hen-hd482934,Gintama: Shinyaku Benizakura-hen,"Gintama: Shinyaku Benizakura-hen OVA, Gintama: Benizakura Arc - A New Retelling Special, Gintama Movie: Crimson Sakura Chapter New Edition, Gintama: Shin-yaku Benizakura-hen",Phiên bản movie của phần Benizakura.,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,11 phút
405,https://animevui.org/uploads/linh-hon-bac-hoi-silver-soul-gintama-shirogane-no-tamashii-hen-phan-2-a3140_1735040850.webp,https://animevui.org/thong-tin-phim/gintama-shirogane-no-tamashii-hen-phan-2-hd482934,Gintama.: Shirogane no Tamashii-hen - Phần 2,Gintama.: Silver Soul Arc 2,Phần 2 chương cuối cùng của Gintama.,"Tập 14, Tập 13, Tập 12",Phim đang chiếu / Cập Nhật Tập 14 VietSub,Đang cập nhật...,parody,Đạo diễn:,Quốc gia: Nhật Bản,14/??
406,https://animevui.org/uploads/gintama-the-final-a3764_1734969802.webp,https://animevui.org/thong-tin-phim/gintama-the-final-hd482934,Gintama: The Final,Gintama,Movie mới của Gintama.,Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,parody,Đạo diễn: Fujita Youichi,Quốc gia: Nhật Bản,103 Phút
407,https://animevui.org/uploads/girls-frontline-a3574_1732378743.webp,https://animevui.org/thong-tin-phim/girls-frontline-hd482934,Girls' Frontline,Dolls' Frontline,,"Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Game, Anime bộ, Fantasy",Đạo diễn: Chưa Cập Nhập,Quốc gia: Trung Quốc,12/12
408,https://animevui.org/uploads/girls-und-panzer-das-finale-phan-4-a5272_1732197510.webp,https://animevui.org/thong-tin-phim/girls-und-panzer-das-finale-phan-4-hd482934,Girls und Panzer das Finale: Phần 4,ガールズ&パンツァー 最終章 第４話,"Đội Oarai choáng váng trước thất bại bất ngờ trước Đội Anko ngay từ đầu. Bất chấp bất lợi, họ vẫn dũng cảm chiến đấu với Học viện Continuity. Ở một diễn biến khác, Erika Itsumi của Kuromorimine, người vạch ra chiến thuật độc đáo trên bản đồ, đang đối đầu với Darjeeling sắc sảo của St. Gloriana.",Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,"Adventure, Action, Anime mới",Đạo diễn: Tsutomu Mizushima,Quốc gia: Nhật Bản,53 phút
409,https://animevui.org/uploads/given-movie-3-umi-e-a5763_1757845337.webp,https://animevui.org/thong-tin-phim/given-movie-3-umi-e-hd482934,Given Movie 3: Umi e,given The Movie: To the Sea,"Phần 2 của Given Movie: Hiiragi Mix.Sau cuộc gặp gỡ tình cờ với ca sĩ Mafuyu Sato, niềm đam mê âm nhạc của Ritsuka Uenoyama lại được khơi dậy. Ban nhạc Given của họ đang trên đà phát triển đúng lúc Mafuyu bắt đầu tự hỏi liệu mình có nên là ca sĩ của nhóm hay không. Sau khi từ chối lời mời tham dự một buổi hòa nhạc của Ritsuka ở Shibuya, Mafuyu tình cờ gặp lại một người bạn cũ. Liệu đây có phải là dấu hiệu Mafuyu cần bước lên sân khấu một lần nữa?",Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,"Anime bộ, Boys Love, Drama, Music, Anime mới",Đạo diễn: Hashimoto Noriko,Quốc gia: Nhật Bản,1 giờ 20 phút
410,https://animevui.org/uploads/goblin-slayer-2nd-season-i4-a4283_1732844340.webp,https://animevui.org/thong-tin-phim/goblin-slayer-ii-hd482934,Goblin Slayer II,"Dũng Sĩ Diệt Yêu Tinh Mùa 2, Goblin Slayer SS2, Goblin Slayer 2nd Season",Phần 2 của Goblin Slayer nhé.,"Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Adventure, Anime mới","Đạo diễn: Ozaki Takaharu, Takada Misato",Quốc gia: Nhật Bản,12/12
411,https://animevui.org/uploads/goku-sayonara-zetsubou-sensei-a1111_1735197119.webp,https://animevui.org/thong-tin-phim/goku-sayonara-zetsubou-sensei-hd482934,Goku Sayonara Zetsubou Sensei,"Goodbye Mr. Despair OAD, Sayonara Zetsubou Sensei OAD, Goodbye Mr. Despair OVA, GSZS","OVA tiếp nối SS2 của series Sayonara, Zetsubou Sensei.","Tập 03, Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 3 VietSub,Đang cập nhật...,parody,Đạo diễn: Kubota Mitsutoshi,Quốc gia: Nhật Bản,3/3
412,https://animevui.org/uploads/goukon-ni-ittara-onna-ga-inakatta-hanashi-a5460_1732019584.webp,https://animevui.org/thong-tin-phim/goukon-ni-ittara-onna-ga-inakatta-hanashi-hd482934,Goukon ni Ittara Onna ga Inakatta Hanashi,"How I Attended an All-Guy's Mixer, The Story of How I Went to a Mixer and There Were No Women There",Một câu chuyện tình yêu mới lạ đầy hài hước giữa 3 anh chàng (cực kì bình thường) và 3 cô nàng (hay thích giả trai).,"Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Anime mới, Anime bộ, Slice of Life, Romance, Comedy",Đạo diễn: Koga Kazuomi,Quốc gia: Nhật Bản,12/12
413,https://animevui.org/uploads/grand-blue-2020-a3978_1732379264.webp,https://animevui.org/thong-tin-phim/grand-blue-2020-hd482934,Grand Blue (2020),Guran Buru,"Kitahara Iori mong chờ cuộc sống mới của mình trên bán đảo Izu khi anh chuẩn bị bắt đầu cuộc sống đại học của mình ở đó, ở trong một căn phòng phía trên cửa hàng lặn ""Grand Blue"" của chú mình. Tuy nhiên, anh ta nhanh chóng bị sốc khi gặp Câu lạc bộ Lặn biển địa phương, một nhóm toàn những người đàn ông sành điệu dành nhiều thời gian để uống rượu, tiệc tùng và cởi trần hơn là lặn thực sự. Mặc dù cố gắng tạo khoảng cách với nhóm, Iori nhanh chóng bị cuốn vào những trò hề của họ, trong khi những người anh em họ của anh cố gắng cho anh thấy những điều kỳ diệu khi lặn xuống biển và biển.",Tập Full,Phim đang chiếu / Cập Nhật Tập Full VietSub,Đang cập nhật...,"Anime lẻ, Slice of Life, Live Action, Comedy",Đạo diễn: Hanabusa Tsutomu,Quốc gia: Nhật Bản,107 phút
414,https://animevui.org/uploads/grand-blue-2nd-season-a5450_1755592859.webp,https://animevui.org/thong-tin-phim/grand-blue-2nd-season-hd482934,Grand Blue 2nd Season,Grand Blue Dreaming Season 2,Mùa 2 của  Grand Blue .,"Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Thứ Ba vào lúc 23 giờ 00 phút hàng tuần,"Anime bộ, Slice of Life, Seinen, Comedy, Anime mới",Đạo diễn: Takamatsu Shinji,Quốc gia: Nhật Bản,12/12
415,https://animevui.org/uploads/great-teacher-onizuka-gto-new-year-special-a1142_1732379354.webp,https://animevui.org/thong-tin-phim/great-teacher-onizuka-gto-new-year-special-hd482934,Great Teacher Onizuka Gto New Year Special,Great Teacher Onizuka Gto New Year Special,"Là tập đặc biệt của bản chính năm 2012, tập này được sản xuất vào năm 2013","Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 2 VietSub,Đang cập nhật...,"Anime lẻ, School, Live Action",Đạo diễn:,Quốc gia: Nhật Bản,1/1
416,https://animevui.org/uploads/grendizer-u-a5352_1732071089.webp,https://animevui.org/thong-tin-phim/grendizer-u-hd482934,Grendizer U,グレンダイザーU,"Duke Fleed là một người sống sót của Hành tinh Fleed, người đã trốn thoát đến Trái đất, trên một ""con tàu vũ trụ"" bí ẩn, nơi được Tiến sĩ Umon nuôi dưỡng như con nuôi của ông và được biết đến với cái tên Daisuke Umon. Nhiều năm sau khi đến, anh phải đối mặt với mối đe dọa từ Vua Vega và quân đội của ông, những kẻ muốn chinh phục Trái đất. Cùng với những người bạn Koji và Hikaru (và sau này là em gái Maria Grace), Duke quyết định chống trả bằng vũ khí tốt nhất của mình - Grendizer toàn năng.","Tập 13_END, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,"Action, Anime mới","Đạo diễn: Fukuda Mitsuo, Kudou Shun",Quốc gia: Nhật Bản,13/13
417,https://animevui.org/uploads/grisaia-phantom-trigger-a5509_1733071169.webp,https://animevui.org/thong-tin-phim/grisaia-phantom-trigger-hd482934,Grisaia: Phantom Trigger,グリザイア:ファントムトリガー,Mùa tiếp theo của Grisaia.,"Tập 13, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,"Anime sắp chiếu, Anime mới, Anime bộ, School, Action",Đạo diễn: Murayama Kousuke,Quốc gia: Nhật Bản,13/13
418,https://animevui.org/uploads/gto-great-teacher-onizuka-season-2-live-action-a1141_1732379142.webp,https://animevui.org/thong-tin-phim/gto-great-teacher-onizuka-season-2-live-action-hd482934,GTO: Great Teacher Onizuka Season 2 [Live Action],Thầy giáo vĩ đại Onizuka 2,"Không lâu sau khi Onizuka rời khỏi học viện Meishuu thì học viện Meishuu đã sát nhập lại với trường cấp 3 phía tây Shounan. 3 tháng sau, để tạo nên 1 luồng gió mới cho những học sinh bướng bỉnh nơi đây, Onizuka 1 lần nữa đã được mời trở lại trường với tư cách là trọ giảng. 1 năm học mới bắt đầu cùng với học sinh mới, thử thách mới. Liệu Onizuka sẽ làm gì để cảm hóa học sinh của mình??? Xem sẽ rõ.","Tập 11, Tập 10, Tập 09",Phim đang chiếu / Cập Nhật Tập 11 VietSub,Đang cập nhật...,"Anime lẻ, School, Live Action",Đạo diễn:,Quốc gia: Nhật Bản,11/11
419,https://animevui.org/uploads/guild-no-uketsukejou-desu-ga-zangyou-wa-iya-nanode-boss-wo-solo-toubatsu-shiyou-to-omoimasu-a5527_1733070298.webp,https://animevui.org/thong-tin-phim/guild-no-uketsukejou-desu-ga-zangyou-wa-iya-nanode-boss-wo-solo-toubatsu-shiyou-to-omoimasu-hd482934,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time, Girumasu","Là một nhân viên lễ tân của Guiild, thay vì có một cuộc sống yên bình nhẹ nhàng thì cô gái nhà ta phải làm việc ngoài giờ, thâu đêm suốt sáng mà không có điểm dừng. Tất cả là do lũ boss khốn kiếp kia không chịu chết quách đi cho xong, các mạo hiểm giả thì lại quá lề mề. Vì quá chán cảnh địa ngục trần gian này nên cô quyết định tự mình sẽ đi solo boss.","Tập 12_END, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,"Anime sắp chiếu, Anime mới, Anime bộ, Fantasy, Comedy, Adventure, Action",Đạo diễn: Nagasawa Tsuyoshi,Quốc gia: Nhật Bản,12/12
420,https://animevui.org/uploads/gundam-vs-hello-kitty-a3576_1735065604.webp,https://animevui.org/thong-tin-phim/gundam-vs-hello-kitty-hd482934,Gundam vs Hello Kitty,,,"Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 2 VietSub,Đang cập nhật...,space,Đạo diễn:,Quốc gia: Nhật Bản,02/??
421,https://animevui.org/uploads/gunjou-no-magmel-a3458_1733228425.webp,https://animevui.org/thong-tin-phim/gunjou-no-magmel-hd482934,Gunjou no Magmel,"Magmel of the Sea Blue, Khám Phá Tân Lục Địa","Một ngày ở giữa đại dương Thái Bình Dương, một phép lạ đã xảy ra, một lục địa mới xuất hiện từ hư không! Lục địa mới là ngôi nhà cho các loài thực vật, sinh vật và khoáng sản mới và bí ẩn!Nhân loại phấn khởi khi thời đại khám phá đã trở lại.","Tập 13_END, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,Super Power,Đạo diễn:,Quốc gia: Nhật Bản,13/13
422,https://animevui.org/uploads/gyakkyou-burai-kaiji-hakairoku-hen-a1192_1732375987.webp,https://animevui.org/thong-tin-phim/gyakkyou-burai-kaiji-hakairoku-hen-hd482934,Gyakkyou Burai Kaiji: Hakairoku-hen,"Kaiji: Against All Rules, Gyakkyou Burai Kaiji S2, The Suffering Pariah Kaiji: Backslide Arc",Phần 2 của Series phim Gyakkyou Burai Kaiji,"Tập 22, Tập 21, Tập 20",Phim đang chiếu / Cập Nhật Tập 22 VietSub,Đang cập nhật...,"Game, Anime bộ, Seinen, Thriller, Psychological",Đạo diễn: Sato Yuzo,Quốc gia: Nhật Bản,22/26
423,https://animevui.org/uploads/gyakkyou-burai-kaiji-ultimate-survivor-a1191_1732457633.webp,https://animevui.org/thong-tin-phim/gyakkyou-burai-kaiji-ultimate-survivor-hd482934,Gyakkyou Burai Kaiji: Ultimate Survivor,"Kaiji: Ultimate Survivor, Tobaku Mokushiroku Kaiji, The Suffering Pariah Kaiji","Spoil: Itou Kaiji là một kẻ vô công rỗi nghề chuyên ăn trộm huy hiệu và chọc lốp xe. Vào ngày nọ, cuộc gặp mặt giữa cậu và gã lạ mặt đã thay đổi tất cả. Vì một món nợ thình lình ập tới, Kaiji lấy cuộc đời mình đánh cược mang theo sự Tuyệt Vọng lên con tàu mang tên Hi vọng. ... Và Trò chơi bắt đầu...","Tập 26, Tập 25, Tập 24",Phim đang chiếu / Cập Nhật Tập 26 VietSub,Đang cập nhật...,Game,Đạo diễn: Sato Yuzo,Quốc gia: Nhật Bản,26/26
424,https://animevui.org/uploads/gyakuten-saiban-sono-shinjitsu-igi-ari-season-2-a3262_1732442993.webp,https://animevui.org/thong-tin-phim/gyakuten-saiban-sono-hd482934,Gyakuten Saiban: Sono,"Ace Attorney, Phoenix Wright: Ace Attorney","Một luật sư tân binh Ryuuichi Naruhodou đứng lên để cứu bị cáo của mình bằng cách chứng minh sự vô tội của họ từ các trường hợp bất thường! Bị cáo có tội hay vô tội ...? Tin rằng thân chủ của ông vô tội Naruhodou đứng tại tòa án và thẩm phán Thắng trận đối thủ của mình. Với những lời ""ĐỐI!"" và bằng chứng, Naruhodou làm cho sự trở lại khi tất cả các tỷ lệ cược là chống lại ông và có vẻ như không có gì hơn anh có thể làm !","Tập 24, Tập 23_END, Tập 22",Phim đang chiếu / Cập Nhật Tập 24 VietSub,Đang cập nhật...,Police,Đạo diễn: Watanabe Ayumu,Quốc gia: Nhật Bản,24/24
425,https://animevui.org/uploads/hac-bach-vo-song-phan-2-a4225_1732440933.webp,https://animevui.org/thong-tin-phim/hac-bach-vo-song-phan-2-hd482934,Hắc Bạch Vô Song Phần 2,"The Unparalleled Black & White 2, Heibai Wushuang 2","Tiểu Hắc (Võng Hành) và Tiểu Bạch (Duyên Lượng) là một đôi Hắc Bạch Vô Song vô cùng bình thường của Địa giới, nhưng ai biết được, trong thân hình nhỏ bé của Tiểu Bạch lại chứa đựng một bí mật to lớn cùng nguồn năng lượng cực đại. Các giới luôn ngấm ngầm tranh giành Tiểu Bạch, trên cương vị là anh trai, để bảo vệ Tiểu Bạch, cũng là giữ hoà bình tam giới, Tiểu Hắc từ đứa nhóc vô lo vô nghĩ trở thành một chiến sĩ cường đại. Bên cạnh đó còn có sự xuất hiện của Chung Quỳ, Lộc Thú, Diêm đại nhân, Sa Tiểu Mễ, Động Đình, Phu Phuc, Diêu Nhân Cử,...",Đang cập nhật...,Đang cập nhật...,Đang cập nhật...,Demons,Đạo diễn:,Quốc gia: Trung Quốc,12/12
426,https://animevui.org/uploads/kuroshitsuji-midori-no-majo-hen-a5574_1744681772.webp,https://animevui.org/thong-tin-phim/hac-quan-gia-phu-thuy-xanh-hd482934,Hắc Quản Gia: Phù Thủy Xanh,"Kuroshitsuji: Midori no Majo-hen, Black Butler: Emerald Witch Arc",Mùa mới của Kuroshitsuji.,"Tập 13, Tập 12, Tập 11",Phim đang chiếu / Cập Nhật Tập 13 VietSub,Đang cập nhật...,"Anime mới, Anime bộ, Shounen, Supernatural, Fantasy, Historical, Mystery, Action",Đạo diễn: Okada Kenjirou,Quốc gia: Nhật Bản,13/13
427,https://animevui.org/uploads/kuroshitsuji-kishuku-gakkou-hen-a5206_1732239593.webp,https://animevui.org/thong-tin-phim/hac-quan-gia-truong-noi-tru-hd482934,Hắc Quản Gia: Trường Nội Trú,"Kuroshitsuji: Kishuku Gakkou-hen, Black Butler: Public School Edition","Ở London thời Victoria, ông trùm kinh doanh 12 tuổi Ciel Phantomhive ngăn cản hiểm họa quanh nữ hoàng dưới sự bảo vệ của Sebastian, người quản gia ác quỷ.","Tập 11_END, Tập 10, Tập 09",Phim đang chiếu / Cập Nhật Tập 11 VietSub,Đang cập nhật...,"Action, Anime mới",Đạo diễn: Okada Kenjirou,Quốc gia: Nhật Bản,11/11
428,https://animevui.org/uploads/hackgu-returner-a1147_1732457672.webp,https://animevui.org/thong-tin-phim/hackgu-returner-hd482934,.hack//G.U. Returner,hack G.U. Returner,"Nói về game trong thế giới ảo, và câu chuyện diễn ra tiếp theo phần trước...",Tập 01,Phim đang chiếu / Cập Nhật Tập 1 VietSub,Đang cập nhật...,Game,Đạo diễn: Morimoto Kouji,Quốc gia: Nhật Bản,24 phút
429,https://animevui.org/uploads/hackgu-trilogy-a1146_1732457696.webp,https://animevui.org/thong-tin-phim/hackgu-trilogy-hd482934,.hack//G.U. Trilogy,hack G.U. Trilogy,"Câu chuyện nói về Haseo, một player trong game online MMORPG được gọi là The World:R2, được mô tả như 1 PKK (Player Killer Killer) biết đến như “Khắc Tinh Tử Thần”, Haseo đã gặp gỡ Azure Kite nhưng thật không may trận đấu đó chẳng mang lại lợi ích gì. Azure Kite dễ dàng đánh bại Haseo, thậm chí còn rút hết data của Haseo, khiến Haseo từ Level 133 trở thành Level 1 với không vật phẩm, vũ khí, hay bất cứ địa chỉ thành viên nào. Ngay cả khi Haseo có được “Avatar” của Skeith. Có được khả năng gọi Skeith và vận dụng khả năng của cậu ta, như kiểu Rút Data. Với Skeith và sức mạnh của mình, Haseo bắt đầu hành trình tìm đường cứu Shino.","Tập 03, Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 3 VietSub,Đang cập nhật...,Game,Đạo diễn:,Quốc gia: Nhật Bản,1 giờ 33 phút
430,https://animevui.org/uploads/hackquantum-i1-a27_1732459349.webp,https://animevui.org/thong-tin-phim/hackquantum-hd482934,.hack//Quantum,.hack//Quantum,"Tobias, Mary, và Sakuya thách thức ""The One Sin"", nhưng họ bị lạc trong mê cung và vô tình làm bẫy các thành viên guild khác. Một con mèo bí ẩn đang theo dõi sai lầm của họ. Nó có phải là một nhân vật khác hay NPC?","Tập 03, Tập 02, Tập 01",Phim đang chiếu / Cập Nhật Tập 3 VietSub,Đang cập nhật...,Game,Đạo diễn:,Quốc gia: Nhật Bản,3/3
431,https://animevui.org/uploads/hackroots-i1-a1148_1732457607.webp,https://animevui.org/thong-tin-phim/hackroots-hd482934,.hack//Roots,hack roots,"Năm 2015, Tổng công ty C C bắt đầu tiêu hủy game online "" The World"" để tiếp nối một dự án khác dự trên dữ liệu đó. Năm 2016 ""The World R:2"" được phát hành, .hack//Roots là khoảng thời gian Haseo cùng với Shino và Ovan ở trong hội Lữ Đoàn Chạng Vạng trước khi ra đời game .hack//G.U. PS2",Đang cập nhật...,Đang cập nhật...,Đang cập nhật...,Game,Đạo diễn: Mashimo Kouichi,Quốc gia: Nhật Bản,17/26
432,https://animevui.org/uploads/hacktasogare-no-udewa-densetsu-a1145_1732457726.webp,https://animevui.org/thong-tin-phim/hacktasogare-no-udewa-densetsu-hd482934,.hack//Tasogare no Udewa Densetsu,".hack//Legend Of The Twilight, .hack//Udeden, .hack//Legend of the Twilight Bracelet, .hack//DUSK","Câu chuyện xoay quanh một trò chơi trực tuyến tên là The World, 4 năm sau sự kiện Twilight. Dư chấn của sự kiện này không chỉ ảnh hưởng đến thế giới trong game, mà cà thế giới thật. Shugo và Rena là 2 cặp an hem song sinh đã bị cuộc ly dị của bố mẹ chia lìa. 2 người họ đã đạt được giải thưởng đặc biệt từ nhà phát hành game, và giải thưởng đó là hình mẫu chibi của các nhân vật huyền thoại trong The World. Shugo vốn dĩ không thích game, nhưng vì The World là cơ hội duy nhất để cậu gặp gỡ Rena hằng ngày nên cậu đã đồng ý chơi cùng em gái mình. Và rồi, những sự kiện bất ngờ liên tục xảy ra….","Tập 12, Tập 11, Tập 10",Phim đang chiếu / Cập Nhật Tập 12 VietSub,Đang cập nhật...,Game,Đạo diễn: Morimoto Kouji,Quốc gia: Nhật Bản,12/12
